paste_count_10s,copy_count_10s,rightclick_count_10s,tab_switch_count_10s,selection_count_10s,mousemove_count_10s,keydown_count_10s,iki_mean_10s,iki_std_10s,event_rate_10s,label
2,3,0,2,3,110,77,160.49916429380062,15.157127007425814,17.47781584186759,1
1,0,0,0,3,111,92,218.72677216552535,28.30214786523733,18.762846747337953,0
1,0,0,0,2,78,92,138.87109588205792,33.60927383464688,16.77539703461937,0
2,2,1,0,3,78,80,251.3522427445672,32.22369004532788,16.957466960938753,1
2,0,3,0,3,13,54,178.472548715198,31.225250892776966,8.589757623285353,1
0,0,0,0,4,123,88,177.3539066741205,33.47989729025285,22.1442435610019,0
0,1,2,4,4,72,68,140.59583797281886,38.41826349505463,15.477022398905582,1
1,0,2,0,5,33,87,147.4673123314433,19.92658764736434,11.153962101102662,1
0,0,0,0,2,85,82,168.58361216157672,15.611137598772068,15.844166308551673,0
2,3,0,1,4,91,96,98.96020516367633,17.172287614137325,18.901572286268237,1
1,1,0,1,2,97,99,164.7694392171739,24.504492543805135,20.222959075243807,1
3,0,1,1,4,73,93,252.26932515256385,1.4823844562936763,14.853678152987923,1
0,1,0,0,1,148,119,236.65114013405858,18.345619183764533,26.81657925218221,0
1,0,0,0,1,128,84,159.48493427106246,22.260748782597506,20.041075614583413,0
3,2,0,1,8,66,89,69.08061818448994,54.9954215213552,14.677922263996875,1
0,0,0,0,2,100,88,165.27596551820147,25.65977455705169,18.621349033838232,0
0,0,0,0,3,85,81,164.4459787762129,58.661328904682065,16.76964636256614,0
3,1,2,0,1,87,67,126.13337995902631,1.2467031378755529,16.470649226427195,1
3,0,0,1,1,15,41,134.33292858667858,24.838244300695397,5.487951461508505,1
1,3,0,0,6,85,124,96.2786035292887,2.7386760035644713,21.520817594415412,1
1,0,0,1,0,68,94,124.35185105777674,26.079837372559517,14.903020068185683,0
0,0,0,0,3,88,96,83.49963882820093,44.21398574909219,18.493643378454788,0
0,1,0,0,2,96,60,134.0935873357339,8.990664427212245,15.309505878792795,0
1,0,0,0,0,97,120,214.26675294221621,46.329640154670244,20.86469032872304,0
2,1,1,0,2,70,69,92.34564266023716,24.73987543491221,13.292914616996205,1
2,1,0,0,3,118,94,236.1379806318933,44.49989765231042,20.53838424070348,0
1,1,0,0,0,74,82,221.1792960066785,33.48639836762073,15.49762932125112,0
2,0,1,0,2,139,82,220.59701130597927,29.38940299625459,22.134274686179094,0
0,0,1,0,3,120,37,248.93969590592138,44.28490304836056,15.839117750742504,0
1,0,0,0,1,58,75,167.6914937586766,30.37976608280855,12.39981333859122,0
0,2,0,0,0,135,88,245.65531580627362,23.27870958606071,21.23284799822655,0
1,0,2,0,1,99,111,175.622950547173,32.478126929249584,21.410499598679593,0
0,0,0,0,2,113,39,165.42152491358894,31.933538108805823,16.428003537685328,0
1,1,0,0,2,91,123,94.64562728791154,36.626495716909005,21.53029202048763,0
2,1,1,2,0,64,109,196.8492871526765,50.15864753775874,17.2831219519579,1
4,0,0,2,1,118,80,125.29562850694724,5.106344711217968,18.419900988406138,1
0,0,1,0,1,110,82,111.04597913267496,38.93651739642196,20.056722971209037,0
2,0,0,1,1,113,105,221.98170806891295,35.134724810199536,20.011098426962363,0
1,2,0,0,0,103,86,134.12244656270218,24.027539087597752,17.717928466840405,0
2,0,1,1,2,104,91,232.12359429848726,45.30358958973487,19.359472132889334,0
1,0,0,0,0,116,68,148.93211785153608,59.58712349620615,18.654346836964056,0
0,0,0,0,1,87,65,135.6630154348079,32.64589357843036,14.849567912898234,0
4,1,0,3,1,52,63,107.45268302757138,15.784092489111952,11.852664717432795,1
0,0,2,1,0,87,104,175.23495139485146,12.924686113771273,17.109919238345494,0
1,0,1,1,1,130,81,38.72822335758988,37.78340694527103,21.39357756930976,0
0,0,0,0,1,110,106,121.7630320914675,0.6477224492368663,21.95739608963664,0
1,0,0,0,2,140,73,167.86441122376914,40.500169948295444,22.463381673013995,0
5,2,0,0,4,93,36,230.8592027610167,25.25140784328506,12.777398597825071,1
1,0,0,1,3,118,112,203.60997321198937,34.73244886417146,23.448587460804035,0
0,1,0,0,0,44,92,196.86864050313102,33.598064323331435,12.88130119438751,0
0,0,0,0,1,151,108,154.8890366112204,32.22836249393973,23.8606916407478,0
2,0,0,0,0,129,84,128.51745601904986,48.7686805735581,21.94160389968285,0
2,0,0,1,2,96,97,224.45080247632137,38.0770450137707,18.933387671445892,1
0,0,0,1,2,98,65,148.35993676701295,19.55541625123614,16.16397683973216,0
0,0,0,0,1,126,86,212.8604384638537,44.69196859133224,20.048799099335803,0
1,0,0,0,0,138,62,144.3880052933297,51.41580269694873,19.840687957452094,0
2,1,1,0,1,149,122,178.62761980830211,43.26963962332661,27.73377438338574,0
1,0,0,0,0,114,100,214.10617323082235,21.96392362213665,20.228654362417757,0
0,0,2,0,2,142,70,158.51243326505548,46.156127424419054,20.43647505572677,0
3,0,1,1,0,80,88,117.5147290595622,11.737094292378876,16.80666847023493,1
0,0,0,0,2,160,60,221.73893808208365,41.652172287506076,21.84345408602748,0
0,0,0,1,1,95,94,121.12273827320209,36.3721530537266,19.056714646256147,0
1,1,0,0,0,106,130,154.53453638592595,7.985594080743603,24.022126274762734,0
4,2,1,2,3,62,49,176.74627030776963,27.42579064574544,10.42474733834125,1
1,1,0,1,2,118,79,138.97119684332446,33.80782136336409,19.073679769093097,0
0,1,0,0,8,171,70,232.66834728763544,19.909534797276404,23.769673097895204,0
2,0,2,0,2,53,76,219.8877518120165,19.503808053632135,12.309362295043346,1
1,1,2,0,2,123,143,128.00559282597436,30.5106046706126,26.4651557613513,1
0,0,0,0,0,110,98,88.54692878630627,38.27011925247802,18.970929396086497,0
1,0,1,1,1,130,99,83.6596957681665,38.09707205583007,24.32276922608883,0
2,1,0,0,2,114,89,60.98664896933843,46.57987334588206,19.577383905677937,0
5,0,0,1,2,124,71,176.76823192244356,38.052625324262664,20.463865246460255,1
2,0,0,0,2,107,82,111.68558243356618,36.079689218831405,20.018924035739694,0
3,0,2,0,2,124,92,261.4089251728245,45.53776515016028,21.86276830509265,0
2,1,2,0,2,141,83,145.75439119101395,23.155667575850522,22.820474615989834,1
1,0,0,0,2,112,78,241.57389739825643,59.27309744319081,18.10442163330801,0
2,0,1,1,1,53,95,235.19524648551845,22.961210721674256,13.425912383109937,0
1,0,1,1,1,53,75,170.9346226402431,35.973146952220944,12.131807440582193,0
0,1,0,0,1,81,92,209.7841868351487,35.36226338671746,15.917246440336827,0
1,1,0,0,2,116,92,150.1521611901028,29.896368800303904,20.51970299211004,0
0,1,0,1,1,94,97,129.32469031944586,28.803759629918392,18.45335306637961,0
4,1,1,1,8,106,74,73.75421036710945,14.830571513762555,18.05362963922078,1
1,0,0,0,1,129,76,103.39657612919392,41.42966830922053,22.29309556744714,0
4,1,0,1,4,97,37,67.04315686060139,33.15842151899908,11.907218786775962,1
0,2,0,0,1,103,66,122.55693793398774,18.023434589478374,17.468241986228566,0
2,0,0,1,0,24,91,136.51697702051544,32.47865725445198,13.555232179645127,1
3,1,1,0,0,120,74,128.58398799635108,33.56958845787968,19.27017762312186,0
0,0,2,0,1,97,78,172.10792517824518,26.99029741507904,16.74711498175685,0
0,0,0,0,0,148,104,212.34774733096611,20.763677570049836,24.846875065309384,0
0,2,0,0,2,104,78,212.57682019182772,9.48360782092637,17.28325392246888,0
0,0,0,0,0,194,82,243.03422210531875,10.706991916488441,27.160304692667623,0
2,1,1,1,2,93,95,100.83156346362725,22.880014392932427,18.93924630686702,1
2,0,1,2,2,83,41,176.1972101030243,18.902167305386953,12.518733673227073,1
1,0,0,0,2,111,112,88.32748125915286,22.757289218275524,21.349436501704556,0
1,2,1,1,5,67,74,149.5434201151826,26.906140264290336,14.189203625256111,1
3,0,0,0,1,82,60,222.90184565711508,31.893337479825654,14.018887059780912,0
2,0,0,0,2,71,100,157.99106692973356,26.338063992420413,16.590008548674216,0
0,0,1,0,3,70,111,103.64994321700003,19.830732080115034,18.291162747108785,0
1,0,0,0,1,131,74,260.686635967434,37.7382296319157,22.013179880745962,0
0,0,0,0,3,97,97,140.32351811912116,22.290827641216488,19.182933049668975,0
0,0,0,0,0,133,79,151.34721302849846,34.89016474294985,21.923579582778046,0
0,1,0,0,3,96,68,154.93395676392203,56.99184959292977,16.302839648373837,0
0,0,1,0,1,81,90,186.61130489905997,48.8035403201545,18.549947622795095,0
2,1,0,2,1,50,64,48.2879575330377,11.016501204783191,13.493181580882665,1
7,1,1,2,1,69,85,102.37683582998685,24.642679250635766,14.067322021857477,1
0,0,1,0,2,108,84,106.21149638224546,32.86967260765626,18.79890664624794,0
0,0,1,2,0,143,118,145.0084792522901,55.54006835991149,25.470195494724713,0
4,1,0,0,2,97,88,85.50473877348905,25.552683510513805,18.60765604826803,0
1,2,0,1,2,65,68,160.11653906944585,35.21978218218905,12.984393216818974,1
0,0,0,0,1,133,57,164.23861127870057,20.070932979354346,16.919274292294666,0
1,1,0,0,0,53,94,213.38194547361934,45.43804946311653,15.887997462380422,0
3,0,0,3,2,64,35,24.511661932156144,32.082308856303314,9.852520840169241,1
0,0,2,0,2,123,46,175.51842022878748,38.514793018347355,19.61627966911563,0
1,0,0,0,2,100,92,107.61207053188903,52.204946111653435,17.932269343531473,0
0,1,0,0,2,93,92,260.1005287139304,35.42724154059693,16.84778926424496,0
0,1,0,0,3,79,84,174.3183368720315,37.712331868966984,17.00732922839771,0
1,0,0,0,0,123,85,332.39173639930004,55.377723191339825,19.987264065760375,0
2,3,0,2,3,124,66,70.22174923818741,19.939009633556214,17.105740030602725,1
0,0,0,1,1,134,124,210.92388801383134,12.382007471906803,26.25384531116176,0
0,0,0,0,1,127,101,119.38362844463856,19.99725038989563,22.351540088868436,0
0,0,1,1,1,91,83,225.7502435339961,28.269220963721537,17.229863758164264,0
4,0,0,0,2,53,99,58.459598885313696,46.237264043043126,14.225524075473823,1
2,1,1,2,3,83,47,170.1596924544348,41.80622077324911,12.877257598656595,1
0,0,1,0,1,101,85,118.11256264053277,62.51572219754688,18.926531175859232,0
0,0,0,1,0,58,89,206.7103864416396,39.446811889812665,15.062937147858452,0
2,0,2,1,2,71,12,129.2676926344451,31.99158557106181,7.242025415799865,1
0,1,0,0,2,98,66,87.83932570398964,10.309101743177955,16.17567145137788,0
1,4,1,0,4,86,107,200.29740682765333,18.93873808939673,19.151499613200556,1
0,0,0,0,2,105,94,71.29874104692678,31.08976850409026,18.32290108851589,0
2,1,1,1,3,123,54,180.16962911597233,25.5268690528427,17.103241700294603,1
1,0,1,0,1,139,92,166.8921241805726,9.151046674187377,23.327896723638457,0
0,0,1,0,4,85,82,218.60178355019985,38.53034576631186,15.711551146770864,0
2,0,0,2,4,27,48,115.18350035820804,42.811300626407345,6.723166470983364,1
1,0,1,0,2,120,83,135.2973896098644,31.511787589887806,19.30199388312597,0
1,0,0,0,0,93,63,137.1667732792247,23.44966019197165,14.301560749423379,0
0,0,1,0,3,99,85,133.95647164446328,29.65004047041686,20.00994841898585,0
0,1,0,1,1,128,112,63.29029582289401,46.77391831325018,24.67808691614866,0
2,1,1,0,2,55,88,143.79068764386298,28.29992890074638,14.737559085436907,0
0,0,2,0,3,92,73,98.88280006095343,15.845539213301137,14.349087533480185,1
4,0,0,2,4,116,67,118.73256815044685,46.95161330514507,18.119364918163143,1
2,0,0,0,1,120,107,167.27348578089206,46.13224090532371,21.890621159275987,0
0,0,0,0,3,142,60,190.62929670296742,27.522320031146077,19.654169991816264,0
1,1,0,0,1,90,84,221.21848951328417,37.212978179804075,17.318846260462692,0
0,0,1,1,2,108,89,171.52075060738218,40.11348627825131,20.13745060377935,0
0,3,0,0,3,47,40,107.0204770806933,19.642932031988,8.626934504448739,1
0,0,0,0,2,154,93,143.004934538037,45.76320960116857,24.432019379137092,0
0,0,0,0,0,75,109,200.19041705198023,34.65653511877962,19.880917698628142,0
0,2,0,4,1,99,69,200.03980688340732,26.851676481983816,15.893287716854575,1
2,0,0,0,3,90,102,255.35797466318132,1.2598092661166334,18.855773370167846,0
0,0,0,0,0,110,85,214.85356533736632,31.842706226826547,19.20410952365345,0
1,1,0,0,2,126,80,125.161223019911,23.20753531670644,21.618112249534633,0
3,0,0,0,1,126,106,180.10251579365516,18.765051756524265,23.65741969122296,0
0,1,2,0,2,126,107,106.83240216200221,21.91232513686357,24.482700206439038,0
1,0,0,0,2,70,95,149.4134108867923,36.40557516992377,16.62097030515683,0
1,0,0,0,3,127,59,88.75674389171624,34.55593525512704,18.646102290440737,1
0,0,0,0,1,142,54,194.59397466269226,26.75719157377032,18.66459436038237,0
0,0,0,1,2,95,77,89.27803797492255,48.35669438274597,19.1221499007077,0
2,1,0,0,4,101,47,25.698019306879203,56.99787767002272,16.27995280277101,1
2,0,2,1,0,42,17,114.46612439755202,40.01316068973387,6.062332513059261,1
1,1,1,0,4,94,83,158.18062531046508,38.806976717492574,16.800836231384224,0
2,0,0,0,2,120,54,131.56758050146982,34.52788011952122,17.514134740335564,0
0,0,0,1,1,149,93,197.5100757934831,28.590820304841646,25.328213448830112,0
1,0,0,0,2,86,89,261.3634248636399,32.00179171424623,17.951858576736615,0
0,0,1,0,1,97,76,214.45856700637134,32.0070707926498,18.694625501385282,0
1,0,0,0,3,138,94,159.37415824894535,43.3501762155164,22.070842615359506,0
3,0,2,0,1,42,63,81.73077993952465,28.34425979620123,9.780087217639043,1
4,1,1,3,4,81,52,241.65264496544816,16.966168338435757,14.196254890912263,1
0,0,0,0,1,97,90,122.44442863546631,22.400239134928185,18.3808341423243,0
0,0,1,1,2,116,87,218.3082229829294,33.065669673267045,20.405290644633666,0
0,1,0,0,2,97,88,103.46669065261757,29.76338798464843,18.645761701519458,0
0,1,0,0,1,125,114,228.4684539378316,24.025707613788175,24.138874881267647,0
4,0,0,0,1,109,69,125.81652202679862,18.27820256940822,17.617724070722577,0
2,2,0,2,1,138,39,96.08963414867327,19.390409372498794,17.99495924171546,1
4,0,0,0,4,168,73,130.1828253761414,46.19930252389265,24.975962742842167,0
0,1,0,0,3,95,93,197.02961204256715,33.0307505101111,19.90734624495137,0
2,0,1,1,5,108,93,96.34577360766897,42.912623440688456,20.4914809203162,1
1,0,1,1,3,85,89,132.22119916673347,43.60792059686161,18.82786554262734,1
1,0,0,0,0,106,105,137.05984531420927,34.1298431016162,20.667017660844742,0
0,0,1,0,2,98,84,184.9317948126477,52.17575716732005,17.126890323097,0
1,1,0,0,3,114,75,192.55430499063925,33.08050635149839,18.835676212354308,0
0,1,0,1,1,47,51,64.64157599284776,23.392181619657404,9.60757899609582,1
0,0,1,1,0,123,78,217.36225588929383,31.01080984062525,21.054973724561776,0
0,0,0,0,2,94,89,208.16540933054762,0.8513938034804056,18.702514197726618,0
0,0,0,0,2,197,85,122.11613278669203,26.003536063728447,27.226083620546213,0
0,1,0,0,1,115,111,132.17982653364243,41.23522356592015,20.251567204067985,0
3,0,0,0,2,121,53,123.5764944914419,19.68636792099381,18.028018312003123,0
0,0,0,0,2,102,53,237.12542919925846,40.522460061914735,13.779168131524713,0
1,1,0,0,3,180,97,195.19325665390613,39.587742764826885,29.257529153978826,0
1,0,0,0,3,100,63,155.89200818912016,24.985852658939777,16.987921493512353,0
2,0,0,0,0,76,80,164.51750561979415,28.883790145640262,13.751825343216733,0
0,0,0,1,2,100,73,205.50347119955245,34.69506159360649,18.277460197652857,0
2,1,0,0,0,114,110,159.7007601357438,38.6373727233596,21.83685943208271,0
3,0,0,1,1,37,85,109.89885753370916,28.190891556647234,12.333448709529367,1
4,1,1,1,3,111,101,133.20643647862596,9.590481138353734,21.2667138614149,1
0,0,0,0,1,80,123,115.78594139638763,34.9114713623136,20.68071726865072,0
1,0,0,0,1,77,105,270.6978199775671,49.140461029671975,19.783129927587556,0
0,0,0,1,1,114,110,154.30186441538112,52.33155094158073,23.604182132148587,0
0,0,0,0,3,91,86,205.94112766094688,31.37455509944752,16.664934319639958,0
2,1,0,1,3,176,65,76.6596084623269,20.958791936431027,25.18254451614324,1
4,0,1,1,3,80,101,123.49661093937151,17.384018233947632,18.660908104616425,1
0,0,0,0,1,76,113,231.18934398346812,25.90788508924306,19.804405131433278,0
2,0,1,1,3,64,73,207.99279697836226,47.26060402748917,14.471069977086145,1
1,0,1,1,1,63,98,138.10201640531838,2.9204896359245858,15.770784616790454,1
0,1,0,2,2,107,81,121.49417332433339,3.396328659009999,18.727553059061613,1
0,1,0,1,4,58,118,145.20812375169334,49.746545415741195,17.363764208048327,0
3,4,0,0,0,133,40,124.63282558662063,27.435420607895836,19.048266935604964,1
2,0,0,2,3,103,89,119.57532043296882,5.582888201872343,20.13756095832484,1
2,0,0,2,2,52,108,157.42083706623237,30.041856385370604,15.357655584468754,1
3,1,0,0,1,123,65,188.28646795217333,53.49814461909489,17.89788114109924,0
1,0,0,0,2,141,89,196.0733305149264,28.911146738676656,23.45417046231316,0
2,2,1,3,3,73,90,123.69728284718593,12.034149555480889,16.218447358602777,1
1,0,0,0,3,98,83,189.2765215134661,40.20216252000929,18.44982202550503,0
2,0,0,0,0,126,73,143.81512227000684,45.758198713311515,19.926976970827372,0
2,0,0,0,8,119,62,172.253669474247,12.836185472933787,19.253639065768418,1
1,0,0,0,0,57,19,243.14638212626025,44.13203037729535,7.799373790000069,1
0,0,0,0,1,116,103,166.52772548371482,30.696846488172838,21.802405135332624,0
0,1,0,0,2,88,43,120.02539893872073,40.61735980947752,12.929760517160112,1
3,1,1,0,2,70,61,80.26200543123987,10.057199184879604,13.575660300409591,1
0,0,0,0,1,138,100,94.42444677533206,11.375802817860556,24.904170040475652,0
0,0,0,0,1,101,63,167.4972084665855,37.77712558472257,15.571555103670592,0
2,0,1,1,4,120,73,152.00747958210323,58.55261615625604,19.01074090123912,1
1,0,2,3,3,97,98,153.36394496963788,25.76370230630578,18.975742206007798,1
3,0,0,0,2,93,74,119.23713883995069,27.519318426595568,18.2368641226263,1
5,2,2,0,3,79,71,154.75299477340815,25.795989269280497,16.71480207799618,1
0,0,0,0,1,80,126,127.69568116139867,42.93106512961639,20.644090379606567,0
1,0,0,0,2,84,102,195.7279604525424,20.10941544912229,19.639571094713503,0
0,0,0,0,3,72,85,92.02879983769921,18.913547973857902,15.064457380748342,0
0,1,0,1,2,89,120,175.19825405068292,36.73241424168185,21.141706163800613,0
1,1,0,1,1,100,69,142.90643927133553,33.90455495663353,16.338678678924463,1
0,0,1,0,1,123,106,115.68957517183838,34.850792261069515,23.334535741785686,0
2,1,0,0,3,110,117,140.90494258736976,31.755351183202773,23.521166146177574,0
2,0,0,3,3,69,100,141.03685440306435,33.073133045864196,16.90388118209946,1
2,2,1,2,1,74,33,180.65236035258732,27.0764168864661,10.041851138386757,1
1,0,0,0,0,128,92,165.46933935669745,31.176490580402728,22.08442557947175,0
0,0,0,0,3,132,78,114.4615863487937,53.34516775258639,20.189637748220214,0
1,0,1,0,2,81,103,190.31836931210321,26.800995913225833,18.4092079088069,0
0,1,0,0,0,81,112,124.9139316681485,30.395611240605838,19.016303142357362,0
5,1,0,1,2,85,39,209.2821210857919,34.60000646556798,14.885633444974816,1
2,0,0,1,2,120,92,173.76388730677627,32.78059878825334,19.53430261052239,0
0,0,0,0,1,120,115,77.51763608600442,42.54599516307214,23.64952492661955,0
1,2,2,0,1,114,40,157.48446575072163,5.511886293338712,14.90669363940297,1
2,3,0,1,4,75,81,82.18947798667605,21.085818748316477,14.682440802308877,1
0,0,1,1,1,72,80,211.04585488526658,39.324831624640694,17.17760560970389,0
0,0,0,0,4,93,76,214.9543605961968,50.31038857336086,17.129933337945133,0
0,0,0,0,0,126,109,104.51809293915716,26.80965582114598,23.8332887695614,0
0,1,1,0,3,154,97,151.2375602614781,10.829787022025862,24.710212616800874,0
2,0,2,3,1,134,92,182.58255818281538,35.60952118766462,23.251952842514754,1
2,1,0,2,1,123,85,74.27868809190969,15.609470598229615,21.8388205274275,1
1,0,0,0,2,123,106,171.87918290261211,28.15276235401743,19.39300145919839,0
0,1,0,0,3,91,65,198.82473797537287,17.018693214658096,15.79951371830916,1
1,1,1,0,2,135,88,289.9847835843135,27.57494584397689,21.542301104078668,0
2,0,0,1,1,80,86,175.48890952765524,25.342773265475422,13.797865308575531,0
1,0,0,0,3,120,72,210.94272785602868,47.73443826141154,17.786158917332628,0
4,0,1,0,3,51,93,280.6257124772234,54.12323463962235,13.813227938259033,1
0,1,0,0,0,73,113,143.5741551275261,56.10620162648852,18.238827795223497,0
3,1,0,1,0,110,94,192.82330378698958,31.335612886821973,19.847303635207094,1
1,0,1,0,1,132,94,199.05911703730862,12.859167025861545,23.892978693617483,0
1,0,0,1,3,85,75,132.9634746785962,41.584695444545005,16.857395484365103,1
4,3,0,1,3,112,52,121.69112289891918,1.4412147847263306,17.245708759102946,1
1,3,0,0,0,119,71,131.5309615028456,32.9363929373408,19.980241132002167,0
1,0,0,0,2,104,76,104.29350427834983,35.30365864788708,17.281318366969042,0
1,0,0,0,1,132,70,93.18878369273787,33.342462878291734,18.27258809599283,0
0,0,1,0,1,81,107,162.70617707355797,4.656435114961926,19.37656859909596,1
0,1,0,0,2,121,103,129.9956874334797,29.741326375617728,22.75881381073279,0
3,1,2,0,4,85,61,186.17864243110373,2.3116155430124863,14.776988782360649,1
0,0,2,0,0,114,100,186.7824879616787,37.98946530545685,21.795497282603925,0
2,1,0,0,1,148,98,172.69534255659846,26.473030759010697,25.749836667434177,0
2,0,0,4,2,60,123,299.08419281700617,0.6460604472714593,18.384829518703047,1
0,1,0,2,3,148,58,173.02323494670944,37.511964811394655,20.142848040809515,1
0,1,0,0,1,103,89,168.2798400672513,58.0354358624043,19.710763062798627,0
0,0,0,1,1,106,46,283.95149162347377,25.699329219354183,14.999557471599967,0
1,2,1,0,2,113,97,167.2560961357726,6.904048124057649,22.57483677361748,0
2,0,1,0,1,78,36,91.29478287216398,14.734832963568147,11.581495195891062,1
6,1,2,0,0,87,81,189.84588628062357,30.436094968938917,17.29349505304822,1
0,0,0,1,2,109,101,181.3272327009334,43.83422404309125,21.763295950298794,0
1,2,0,0,1,140,93,202.6100166324556,20.71513141285076,22.228745988713584,0
0,0,0,1,4,116,73,164.67834950513873,28.90110294985343,19.483754068838614,0
2,1,0,2,6,93,76,143.9923994248579,12.634750126365585,18.30129366320592,1
1,0,0,2,1,85,61,220.7327075610964,33.399725836380334,15.36669112297265,1
0,1,0,0,3,96,78,184.25664972042844,45.691306602046716,17.334224733616193,0
2,0,0,0,1,107,115,146.13328905130967,46.14663564477661,23.505864925062554,0
0,0,0,0,3,129,49,230.5236981800059,48.58545510467618,17.9571696888583,0
1,0,1,1,2,104,72,318.46421715121625,51.91966869775466,18.804997443867798,0
0,0,0,0,2,113,64,234.51975959196471,24.81319108849862,18.66541884823255,0
0,0,1,1,1,129,99,259.3114546108067,36.04788392413954,22.436224649986578,0
2,1,0,0,2,78,83,327.6919334032606,30.094796479765048,17.35506329343201,1
0,1,2,0,2,81,43,124.05448099549575,17.772351633705178,12.399673088318533,1
3,1,0,1,3,134,89,69.2105731936442,10.964859935453642,22.257442889218147,1
3,0,0,0,1,104,86,193.17012128144302,30.361006393363713,17.66646392683786,0
0,0,0,0,3,80,116,177.09108976181432,27.969187945852983,21.418412439966268,0
4,1,1,1,4,106,97,88.71599354974441,35.54884675575686,20.892094519689227,1
0,0,0,1,2,90,76,212.77193629678635,21.307579998666885,17.521740572887264,0
0,0,1,0,4,105,93,159.09856347457503,27.539042356421582,20.329603793556057,0
3,0,0,0,1,82,92,172.4067777811141,12.417707713165083,15.032467906585149,0
2,0,0,0,1,66,88,233.81077506378045,43.8506141841039,14.245698453292599,0
0,0,0,0,0,107,112,141.90033965121668,18.010042784478152,22.55803720287187,0
0,1,0,0,2,106,95,165.6358251940716,38.15815789564463,20.529619856164516,0
3,0,1,0,1,90,78,165.43386818034193,65.29419025167599,17.096634636357667,1
1,0,0,0,2,89,77,105.4943189784244,25.999990744771964,16.164543836199893,0
1,1,0,0,1,100,83,164.3000503599378,10.713198062717453,17.388691929848076,0
0,0,0,0,2,118,111,212.45029903216843,25.489429813131938,23.61042986948151,0
3,0,1,1,2,101,68,185.32000265604105,31.47551483702068,17.243724295821174,1
0,0,0,0,2,79,103,76.08066543664297,37.613073991175774,17.570405792711757,0
0,1,1,0,1,67,69,217.67084862911935,51.91223717348192,12.915502939782156,0
2,2,0,0,2,42,54,52.240987417166096,16.88144504267328,8.65909592736684,1
1,1,0,1,1,88,133,207.82453110253013,28.324703631833927,22.129447310325983,0
0,0,1,0,2,128,52,226.02513903441738,25.42170656038311,17.967995247528854,0
0,0,0,0,2,88,91,169.21999390840443,38.61117442141949,17.969428001107875,0
0,0,0,0,0,91,98,179.80349223260635,22.046617929328413,20.22494226421226,0
0,0,0,0,0,81,134,122.70804188494998,38.05431908822583,22.427143740221236,0
2,0,2,1,4,139,90,198.26559452604067,46.502472888214456,22.51043765128773,0
1,1,0,0,1,92,112,185.75642475522193,22.250075658002395,21.86765017528856,0
0,2,1,0,3,134,106,127.02529217057412,49.60857287457581,23.301743771457012,1
1,0,0,0,1,151,79,107.06702619712883,12.981099890133091,24.175234927226526,0
0,0,0,0,2,93,76,191.47369515962498,36.55862448173333,17.274426908631927,0
